Mod:Item:MetaData, Localized Name
gregtech:ore_copper_0:2, End Copper Ore
gregtech:ore_gold_0:0, Gold Ore
gregtech:ore_gold_0:1, Nether Gold Ore
gregtech:ore_gold_0:2, End Gold Ore
gregtech:ore_iron_0:0, Iron Ore
gregtech:ore_iron_0:1, Nether Iron Ore
gregtech:ore_iron_0:2, End Iron Ore
gregtech:ore_lead_0:0, Lead Ore
gregtech:ore_lead_0:1, Nether Lead Ore
gregtech:ore_lead_0:2, End Lead Ore
gregtech:ore_lithium_0:0, Lithium Ore
gregtech:ore_lithium_0:1, Nether Lithium Ore
gregtech:ore_lithium_0:2, End Lithium Ore
gregtech:ore_molybdenum_0:0, Molybdenum Ore
gregtech:ore_molybdenum_0:1, Nether Molybdenum Ore
gregtech:ore_molybdenum_0:2, End Molybdenum Ore
gregtech:ore_neodymium_0:0, Neodymium Ore
gregtech:ore_neodymium_0:1, Nether Neodymium Ore
gregtech:ore_neodymium_0:2, End Neodymium Ore
gregtech:ore_nickel_0:0, Nickel Ore
gregtech:ore_nickel_0:1, Nether Nickel Ore
gregtech:ore_nickel_0:2, End Nickel Ore
gregtech:ore_palladium_0:0, Palladium Ore
gregtech:ore_palladium_0:1, Nether Palladium Ore
gregtech:ore_palladium_0:2, End Palladium Ore
gregtech:ore_platinum_0:0, Platinum Ore
gregtech:ore_platinum_0:1, Nether Platinum Ore
gregtech:ore_platinum_0:2, End Platinum Ore
gregtech:ore_plutonium_0:0, Plutonium 239 Ore
gregtech:ore_plutonium_0:1, Nether Plutonium 239 Ore
gregtech:ore_plutonium_0:2, End Plutonium 239 Ore
gregtech:ore_silver_0:0, Silver Ore
gregtech:ore_silver_0:1, Nether Silver Ore
gregtech:ore_silver_0:2, End Silver Ore
gregtech:ore_sulfur_0:0, Sulfur Ore
gregtech:ore_sulfur_0:1, Nether Sulfur Ore
gregtech:ore_sulfur_0:2, End Sulfur Ore
gregtech:ore_thorium_0:0, Thorium Ore
gregtech:ore_thorium_0:1, Nether Thorium Ore
gregtech:ore_thorium_0:2, End Thorium Ore
gregtech:ore_tin_0:0, Tin Ore
gregtech:ore_tin_0:1, Nether Tin Ore
gregtech:ore_tin_0:2, End Tin Ore
gregtech:ore_naquadah_0:0, Naquadah Ore
gregtech:ore_naquadah_0:1, Nether Naquadah Ore
gregtech:ore_naquadah_0:2, End Naquadah Ore
gregtech:ore_certus_quartz_0:0, Certus Quartz Ore
gregtech:ore_certus_quartz_0:1, Nether Certus Quartz Ore
gregtech:ore_certus_quartz_0:2, End Certus Quartz Ore
gregtech:ore_almandine_0:0, Almandine Ore
gregtech:ore_almandine_0:1, Nether Almandine Ore
gregtech:ore_almandine_0:2, End Almandine Ore
gregtech:ore_asbestos_0:0, Asbestos Ore
gregtech:ore_asbestos_0:1, Nether Asbestos Ore
gregtech:ore_asbestos_0:2, End Asbestos Ore
gregtech:ore_banded_iron_0:0, Banded Iron Ore
gregtech:ore_banded_iron_0:1, Nether Banded Iron Ore
gregtech:ore_banded_iron_0:2, End Banded Iron Ore
gregtech:ore_blue_topaz_0:0, Blue Topaz Ore
gregtech:ore_blue_topaz_0:1, Nether Blue Topaz Ore
gregtech:ore_blue_topaz_0:2, End Blue Topaz Ore
gregtech:ore_brown_limonite_0:0, Brown Limonite Ore
gregtech:ore_brown_limonite_0:1, Nether Brown Limonite Ore
gregtech:ore_brown_limonite_0:2, End Brown Limonite Ore
gregtech:ore_calcite_0:0, Calcite Ore
gregtech:ore_calcite_0:1, Nether Calcite Ore
gregtech:ore_calcite_0:2, End Calcite Ore
gregtech:ore_cassiterite_0:0, Cassiterite Ore
gregtech:ore_cassiterite_0:1, Nether Cassiterite Ore
gregtech:ore_cassiterite_0:2, End Cassiterite Ore
gregtech:ore_cassiterite_sand_0:0, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:1, Nether Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:2, End Cassiterite Sand Ore
gregtech:ore_chalcopyrite_0:0, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:1, Nether Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:2, End Chalcopyrite Ore
gregtech:ore_chromite_0:0, Chromite Ore
gregtech:ore_chromite_0:1, Nether Chromite Ore
gregtech:ore_chromite_0:2, End Chromite Ore
gregtech:ore_cinnabar_0:0, Cinnabar Ore
gregtech:ore_cinnabar_0:1, Nether Cinnabar Ore
gregtech:ore_cinnabar_0:2, End Cinnabar Ore
gregtech:ore_coal_0:0, Coal Ore
gregtech:ore_coal_0:1, Nether Coal Ore
gregtech:ore_coal_0:2, End Coal Ore
gregtech:ore_cobaltite_0:0, Cobaltite Ore
gregtech:ore_cobaltite_0:1, Nether Cobaltite Ore
gregtech:ore_cobaltite_0:2, End Cobaltite Ore
gregtech:ore_cooperite_0:0, Sheldonite Ore
gregtech:ore_cooperite_0:1, Nether Sheldonite Ore
gregtech:ore_cooperite_0:2, End Sheldonite Ore
gregtech:ore_diamond_0:0, Diamond Ore
gregtech:ore_diamond_0:1, Nether Diamond Ore
gregtech:ore_diamond_0:2, End Diamond Ore
gregtech:ore_emerald_0:0, Emerald Ore
gregtech:ore_emerald_0:1, Nether Emerald Ore
gregtech:ore_emerald_0:2, End Emerald Ore
gregtech:ore_galena_0:0, Galena Ore
gregtech:ore_galena_0:1, Nether Galena Ore
gregtech:ore_galena_0:2, End Galena Ore
gregtech:ore_garnierite_0:0, Garnierite Ore
gregtech:ore_garnierite_0:1, Nether Garnierite Ore
gregtech:ore_garnierite_0:2, End Garnierite Ore
gregtech:ore_green_sapphire_0:0, Green Sapphire Ore
gregtech:ore_green_sapphire_0:1, Nether Green Sapphire Ore
gregtech:ore_green_sapphire_0:2, End Green Sapphire Ore
gregtech:ore_grossular_0:0, Grossular Ore
gregtech:ore_grossular_0:1, Nether Grossular Ore
gregtech:ore_grossular_0:2, End Grossular Ore
gregtech:ore_ilmenite_0:0, Ilmenite Ore
gregtech:ore_ilmenite_0:1, Nether Ilmenite Ore
gregtech:ore_ilmenite_0:2, End Ilmenite Ore
gregtech:ore_bauxite_0:0, Bauxite Ore
gregtech:ore_bauxite_0:1, Nether Bauxite Ore
gregtech:ore_bauxite_0:2, End Bauxite Ore
gregtech:ore_lazurite_0:0, Lazurite Ore
gregtech:ore_lazurite_0:1, Nether Lazurite Ore
gregtech:ore_lazurite_0:2, End Lazurite Ore
gregtech:ore_magnesite_0:0, Magnesite Ore
gregtech:ore_magnesite_0:1, Nether Magnesite Ore
gregtech:ore_magnesite_0:2, End Magnesite Ore
gregtech:ore_magnetite_0:0, Magnetite Ore
gregtech:ore_magnetite_0:1, Nether Magnetite Ore
gregtech:ore_magnetite_0:2, End Magnetite Ore
gregtech:ore_molybdenite_0:0, Molybdenite Ore
gregtech:ore_molybdenite_0:1, Nether Molybdenite Ore
gregtech:ore_molybdenite_0:2, End Molybdenite Ore
gregtech:ore_powellite_0:0, Powellite Ore
gregtech:ore_powellite_0:1, Nether Powellite Ore
gregtech:ore_powellite_0:2, End Powellite Ore
gregtech:ore_pyrite_0:0, Pyrite Ore
gregtech:ore_pyrite_0:1, Nether Pyrite Ore
gregtech:ore_pyrite_0:2, End Pyrite Ore
gregtech:ore_pyrolusite_0:0, Pyrolusite Ore
gregtech:ore_pyrolusite_0:1, Nether Pyrolusite Ore
gregtech:ore_pyrolusite_0:2, End Pyrolusite Ore
gregtech:ore_pyrope_0:0, Pyrope Ore
gregtech:ore_pyrope_0:1, Nether Pyrope Ore
gregtech:ore_pyrope_0:2, End Pyrope Ore
gregtech:ore_rock_salt_0:0, Rock Salt Ore
gregtech:ore_rock_salt_0:1, Nether Rock Salt Ore
gregtech:ore_rock_salt_0:2, End Rock Salt Ore
gregtech:ore_ruby_0:0, Ruby Ore
gregtech:ore_ruby_0:1, Nether Ruby Ore
gregtech:ore_ruby_0:2, End Ruby Ore
gregtech:ore_salt_0:0, Salt Ore
gregtech:ore_salt_0:1, Nether Salt Ore
gregtech:ore_salt_0:2, End Salt Ore
gregtech:ore_saltpeter_0:0, Saltpeter Ore
gregtech:ore_saltpeter_0:1, Nether Saltpeter Ore
gregtech:ore_saltpeter_0:2, End Saltpeter Ore
gregtech:ore_sapphire_0:0, Sapphire Ore
gregtech:ore_sapphire_0:1, Nether Sapphire Ore
gregtech:ore_sapphire_0:2, End Sapphire Ore
gregtech:ore_scheelite_0:0, Scheelite Ore
gregtech:ore_scheelite_0:1, Nether Scheelite Ore
gregtech:ore_scheelite_0:2, End Scheelite Ore
gregtech:ore_sodalite_0:0, Sodalite Ore
gregtech:ore_sodalite_0:1, Nether Sodalite Ore
gregtech:ore_sodalite_0:2, End Sodalite Ore
gregtech:ore_tantalite_0:0, Tantalite Ore
gregtech:ore_tantalite_0:1, Nether Tantalite Ore
gregtech:ore_tantalite_0:2, End Tantalite Ore
gregtech:ore_spessartine_0:0, Spessartine Ore
gregtech:ore_spessartine_0:1, Nether Spessartine Ore
gregtech:ore_spessartine_0:2, End Spessartine Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:2, End Sphalerite Ore
gregtech:ore_stibnite_0:0, Stibnite Ore
gregtech:ore_stibnite_0:1, Nether Stibnite Ore
gregtech:ore_stibnite_0:2, End Stibnite Ore
gregtech:ore_tetrahedrite_0:0, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:1, Nether Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:2, End Tetrahedrite Ore
gregtech:ore_topaz_0:0, Topaz Ore
gregtech:ore_topaz_0:1, Nether Topaz Ore
gregtech:ore_topaz_0:2, End Topaz Ore
gregtech:ore_tungstate_0:0, Tungstate Ore
gregtech:ore_tungstate_0:1, Nether Tungstate Ore
gregtech:ore_tungstate_0:2, End Tungstate Ore
gregtech:ore_uraninite_0:0, Uraninite Ore
gregtech:ore_uraninite_0:1, Nether Uraninite Ore
gregtech:ore_uraninite_0:2, End Uraninite Ore
gregtech:ore_wulfenite_0:0, Wulfenite Ore
gregtech:ore_wulfenite_0:1, Nether Wulfenite Ore
gregtech:ore_wulfenite_0:2, End Wulfenite Ore
gregtech:ore_yellow_limonite_0:0, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:1, Nether Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:2, End Yellow Limonite Ore
gregtech:ore_nether_quartz_0:0, Nether Quartz Ore
gregtech:ore_nether_quartz_0:1, Nether Quartz Ore
gregtech:ore_nether_quartz_0:2, End Nether Quartz Ore
gregtech:ore_quartzite_0:0, Quartzite Ore
gregtech:ore_quartzite_0:1, Nether Quartzite Ore
gregtech:ore_quartzite_0:2, End Quartzite Ore
gregtech:ore_graphite_0:0, Graphite Ore
gregtech:ore_graphite_0:1, Nether Graphite Ore
gregtech:ore_graphite_0:2, End Graphite Ore
gregtech:ore_bornite_0:0, Bornite Ore
gregtech:ore_bornite_0:1, Nether Bornite Ore
gregtech:ore_bornite_0:2, End Bornite Ore
gregtech:ore_chalcocite_0:0, Chalcocite Ore
gregtech:ore_chalcocite_0:1, Nether Chalcocite Ore
gregtech:ore_chalcocite_0:2, End Chalcocite Ore
gregtech:ore_realgar_0:0, Realgar Ore
gregtech:ore_realgar_0:1, Nether Realgar Ore
gregtech:ore_realgar_0:2, End Realgar Ore
gregtech:ore_bastnasite_0:0, Bastnasite Ore
gregtech:ore_bastnasite_0:1, Nether Bastnasite Ore
gregtech:ore_bastnasite_0:2, End Bastnasite Ore
gregtech:ore_pentlandite_0:0, Pentlandite Ore
gregtech:ore_pentlandite_0:1, Nether Pentlandite Ore
gregtech:ore_pentlandite_0:2, End Pentlandite Ore
gregtech:ore_spodumene_0:0, Spodumene Ore
gregtech:ore_spodumene_0:1, Nether Spodumene Ore
gregtech:ore_spodumene_0:2, End Spodumene Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Nether Lepidolite Ore
gregtech:ore_lepidolite_0:2, End Lepidolite Ore
gregtech:ore_glauconite_sand_0:0, Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:1, Nether Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:2, End Glauconite Sand Ore
gregtech:ore_malachite_0:0, Malachite Ore
gregtech:ore_malachite_0:1, Nether Malachite Ore
gregtech:ore_malachite_0:2, End Malachite Ore
gregtech:ore_mica_0:0, Mica Ore
gregtech:ore_mica_0:1, Nether Mica Ore
gregtech:ore_mica_0:2, End Mica Ore
gregtech:ore_barite_0:0, Barite Ore
gregtech:ore_barite_0:1, Nether Barite Ore
gregtech:ore_barite_0:2, End Barite Ore
gregtech:ore_alunite_0:0, Alunite Ore
gregtech:ore_alunite_0:1, Nether Alunite Ore
gregtech:ore_alunite_0:2, End Alunite Ore
gregtech:ore_talc_0:0, Talc Ore
gregtech:ore_talc_0:1, Nether Talc Ore
gregtech:ore_talc_0:2, End Talc Ore
gregtech:ore_soapstone_0:0, Soapstone Ore
gregtech:ore_soapstone_0:1, Nether Soapstone Ore
gregtech:ore_soapstone_0:2, End Soapstone Ore
gregtech:ore_kyanite_0:0, Kyanite Ore
gregtech:ore_kyanite_0:1, Nether Kyanite Ore
gregtech:ore_kyanite_0:2, End Kyanite Ore
gregtech:ore_pyrochlore_0:0, Pyrochlore Ore
gregtech:ore_pyrochlore_0:1, Nether Pyrochlore Ore
gregtech:ore_pyrochlore_0:2, End Pyrochlore Ore
gregtech:ore_oilsands_0:0, Oilsands Ore
gregtech:ore_oilsands_0:1, Nether Oilsands Ore
gregtech:ore_oilsands_0:2, End Oilsands Ore
gregtech:ore_olivine_0:0, Olivine Ore
gregtech:ore_olivine_0:1, Nether Olivine Ore
gregtech:ore_olivine_0:2, End Olivine Ore
gregtech:ore_opal_0:0, Opal Ore
gregtech:ore_opal_0:1, Nether Opal Ore
gregtech:ore_opal_0:2, End Opal Ore
gregtech:ore_amethyst_0:0, Amethyst Ore
gregtech:ore_amethyst_0:1, Nether Amethyst Ore
gregtech:ore_amethyst_0:2, End Amethyst Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Nether Lapis Ore
gregtech:ore_lapis_0:2, End Lapis Ore
gregtech:ore_apatite_0:0, Apatite Ore
gregtech:ore_apatite_0:1, Nether Apatite Ore
gregtech:ore_apatite_0:2, End Apatite Ore
gregtech:ore_tricalcium_phosphate_0:0, Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:1, Nether Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:2, End Tricalcium Phosphate Ore
gregtech:ore_garnet_red_0:0, Red Garnet Ore
gregtech:ore_garnet_red_0:1, Nether Red Garnet Ore
gregtech:ore_garnet_red_0:2, End Red Garnet Ore
gregtech:ore_garnet_yellow_0:0, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:1, Nether Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:2, End Yellow Garnet Ore
gregtech:ore_vanadium_magnetite_0:0, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:1, Nether Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:2, End Vanadium Magnetite Ore
gregtech:ore_pollucite_0:0, Pollucite Ore
gregtech:ore_pollucite_0:1, Nether Pollucite Ore
gregtech:ore_pollucite_0:2, End Pollucite Ore
gregtech:ore_bentonite_0:0, Bentonite Ore
gregtech:ore_bentonite_0:1, Nether Bentonite Ore
gregtech:ore_bentonite_0:2, End Bentonite Ore
gregtech:ore_fullers_earth_0:0, Fullers Earth Ore
gregtech:ore_fullers_earth_0:1, Nether Fullers Earth Ore
gregtech:ore_fullers_earth_0:2, End Fullers Earth Ore
gregtech:ore_pitchblende_0:0, Pitchblende Ore
gregtech:ore_pitchblende_0:1, Nether Pitchblende Ore
gregtech:ore_pitchblende_0:2, End Pitchblende Ore
gregtech:ore_monazite_0:0, Monazite Ore
gregtech:ore_monazite_0:1, Nether Monazite Ore
gregtech:ore_monazite_0:2, End Monazite Ore
gregtech:ore_trona_0:0, Trona Ore
gregtech:ore_trona_0:1, Nether Trona Ore
gregtech:ore_trona_0:2, End Trona Ore
gregtech:ore_gypsum_0:0, Gypsum Ore
gregtech:ore_gypsum_0:1, Nether Gypsum Ore
gregtech:ore_gypsum_0:2, End Gypsum Ore
gregtech:ore_zeolite_0:0, Zeolite Ore
gregtech:ore_zeolite_0:1, Nether Zeolite Ore
gregtech:ore_zeolite_0:2, End Zeolite Ore
gregtech:ore_redstone_0:0, Redstone Ore
gregtech:ore_redstone_0:1, Nether Redstone Ore
gregtech:ore_redstone_0:2, End Redstone Ore
gregtech:ore_electrotine_0:0, Electrotine Ore
gregtech:ore_electrotine_0:1, Nether Electrotine Ore
gregtech:ore_electrotine_0:2, End Electrotine Ore
gregtech:ore_diatomite_0:0, Diatomite Ore
gregtech:ore_diatomite_0:1, Nether Diatomite Ore
gregtech:ore_diatomite_0:2, End Diatomite Ore
gregtech:ore_granitic_mineral_sand_0:0, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:1, Nether Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:2, End Granitic Mineral Sand Ore
gregtech:ore_garnet_sand_0:0, Garnet Sand Ore
gregtech:ore_garnet_sand_0:1, Nether Garnet Sand Ore
gregtech:ore_garnet_sand_0:2, End Garnet Sand Ore
gregtech:ore_basaltic_mineral_sand_0:0, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:1, Nether Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:2, End Basaltic Mineral Sand Ore
gregtech:gt.frame_accelerated, Accelerated Frame
gregtech:gt.frame_mutagenic, Mutagenic Frame
gregtech:gt.frame_working, Working Frame
gregtech:gt.frame_decaying, Decaying Frame
gregtech:gt.frame_slowing, Slowing Frame
gregtech:gt.frame_stabilizing, Stabilizing Frame
gregtech:gt.frame_arborist, Arborist's Frame
gregtech:gt.honey_drop:0, Oil Drop
gregtech:gt.honey_drop:1, Biomass Drop
gregtech:gt.honey_drop:2, Ethanol Drop
gregtech:gt.honey_drop:3, Mutagen Drop
gregtech:gt.comb:0, Coal Comb
gregtech:gt.comb:1, Coke Comb
gregtech:gt.comb:2, Sticky Resin Comb
gregtech:gt.comb:3, Oil Comb
gregtech:gt.comb:4, Apatite Comb
gregtech:gt.comb:5, Ash Comb
gregtech:gt.comb:6, Biomass Comb
gregtech:gt.comb:7, Phosphorus Comb
gregtech:gt.comb:8, Energy Comb
gregtech:gt.comb:9, Lapotron Comb
gregtech:gt.comb:10, Red Alloy Comb
gregtech:gt.comb:11, Stainless Steel Comb
gregtech:gt.comb:12, Stone Comb
gregtech:gt.comb:13, Certus Comb
gregtech:gt.comb:14, Fluix Comb
gregtech:gt.comb:15, Redstone Comb
gregtech:gt.comb:16, Rare Earth Comb
gregtech:gt.comb:17, Lapis Comb
gregtech:gt.comb:18, Ruby Comb
gregtech:gt.comb:19, Sapphire Comb
gregtech:gt.comb:20, Diamond Comb
gregtech:gt.comb:21, Olivine Comb
gregtech:gt.comb:22, Emerald Comb
gregtech:gt.comb:23, Pyrope Comb
gregtech:gt.comb:24, Grossular Comb
gregtech:gt.comb:26, Slag Comb
gregtech:gt.comb:27, Copper Comb
gregtech:gt.comb:28, Tin Comb
gregtech:gt.comb:29, Lead Comb
gregtech:gt.comb:30, Iron Comb
gregtech:gt.comb:31, Steel Comb
gregtech:gt.comb:32, Nickel Comb
gregtech:gt.comb:33, Zinc Comb
gregtech:gt.comb:34, Silver Comb
gregtech:gt.comb:35, Gold Comb
gregtech:gt.comb:36, Sulfur Comb
gregtech:gt.comb:37, Gallium Comb
gregtech:gt.comb:38, Arsenic Comb
gregtech:gt.comb:39, Bauxite Comb
gregtech:gt.comb:40, Aluminium Comb
gregtech:gt.comb:41, Manganese Comb
gregtech:gt.comb:42, Magnesium Comb
gregtech:gt.comb:43, Titanium Comb
gregtech:gt.comb:44, Chrome Comb
gregtech:gt.comb:45, Tungsten Comb
gregtech:gt.comb:46, Platinum Comb
gregtech:gt.comb:47, Iridium Comb
gregtech:gt.comb:48, Molybdenum Comb
gregtech:gt.comb:49, Osmium Comb
gregtech:gt.comb:50, Lithium Comb
gregtech:gt.comb:51, Salt Comb
gregtech:gt.comb:52, Electrotine Comb
gregtech:gt.comb:53, Almandine Comb
gregtech:gt.comb:54, Indium Comb
gregtech:gt.comb:55, Uranium Comb
gregtech:gt.comb:56, Plutonium Comb
gregtech:gt.comb:57, Naquadah Comb
gregtech:gt.comb:58, Naquadria Comb
gregtech:gt.comb:59, Trinium Comb
gregtech:gt.comb:60, Thorium Comb
gregtech:gt.comb:61, Lutetium Comb
gregtech:gt.comb:62, Americium Comb
gregtech:gt.comb:63, Neutronium Comb
gregtech:gt.comb:64, Helium Comb
gregtech:gt.comb:65, Argon Comb
gregtech:gt.comb:66, Xenon Comb
gregtech:gt.comb:67, Neon Comb
gregtech:gt.comb:68, Krypton Comb
gregtech:gt.comb:69, Nitrogen Comb
gregtech:gt.comb:70, Oxygen Comb
gregtech:gt.comb:71, Hydrogen Comb
gregtech:gt.comb:72, Fluorine Comb
gcym:unique_casing:0, Crushing Wheels
gcym:unique_casing:1, Slicing Blades
gcym:unique_casing:2, Electrolytic Cell
gcym:unique_casing:3, Heat Vent
gcym:unique_casing:4, Molybdenum Disilicide Coil Block
gcym:large_multiblock_casing:0, Secure Maceration Casing
gcym:large_multiblock_casing:1, High Temperature Smelting Casing
gcym:large_multiblock_casing:2, Large-Scale Assembler Casing
gcym:large_multiblock_casing:3, Stress Proof Casing
gcym:large_multiblock_casing:4, Corrosion Proof Casing
gcym:large_multiblock_casing:5, Vibration-Safe Casing
gcym:large_multiblock_casing:6, Watertight Casing
gcym:large_multiblock_casing:7, Shock Proof Cutting Casing
gcym:large_multiblock_casing:8, Nonconducting Casing
gcym:large_multiblock_casing:9, Reaction-Safe Mixing Casing
gcym:large_multiblock_casing:10, Laser-Safe Engraving Casing
gcym:large_multiblock_casing:11, Atomic Casing
gcym:large_multiblock_casing:12, Industrial Steam Casing
gregtechfoodoption:gtfo_casing:0, Adobe Bricks
gregtechfoodoption:gtfo_casing:1, Reinforced Adobe Bricks
